Query,Results,Title,Type,CreateDate
Effects of Combating Malaria with DDT in Sub-Saharan Africa in the mid 1900s,23,Effect of Supportive Supervision on Malaria Microscopy Competencies in Sub-Saharan Africa,article,2019
Effects of Combating Malaria with DDT in Sub-Saharan Africa in the mid 1900s,23,New Malaria Data Have Been Reported by Investigators at PATH (Effect of Supportive Supervision On Malaria Microscopy Competencies In Sub-saharan Africa),newsletterarticle,2019
Effects of Combating Malaria with DDT in Sub-Saharan Africa in the mid 1900s,23,Studies from PATH Update Current Data on Malaria (Effect of Supportive Supervision On Performance of Malaria Rapid Diagnostic Tests In Sub-saharan Africa),newsletterarticle,2019
Effects of Combating Malaria with DDT in Sub-Saharan Africa in the mid 1900s,23,Reports Outline HIV/AIDS Study Results from Oregon State University (HIV-malaria co-infection: effects of malaria on the prevalence of HIV in East sub-Saharan Africa),article,2011
Effects of Combating Malaria with DDT in Sub-Saharan Africa in the mid 1900s,23,AN APPROACH TO MODEL THE COSTS AND EFFECTS OF CASE MANAGEMENT OF PLASMODIUM FALCIPARUM MALARIA IN SUB-SAHARAN AFRICA,article,2006
Effects of Combating Malaria with DDT in Sub-Saharan Africa in the mid 1900s,23,Brazil 2014 Butterfly Effect: the 2014 World Cup creates the potential for a malaria outbreak in sub–Saharan Africa,article,2014
Effects of Combating Malaria with DDT in Sub-Saharan Africa in the mid 1900s,23,Studies from C.N. Maro and Co-Authors Have Provided New Information about Applied Psychology (Combating HIV/AIDS in Sub-Saharan Africa: Effect of Introducing a Mastery Motivational Climate in a Community-Based Programme),article,2012
Effects of Combating Malaria with DDT in Sub-Saharan Africa in the mid 1900s,23,Study Results from PATH Broaden Understanding of Malaria (Effect of Supportive Supervision On Competency of Febrile Clinical Case Management In Sub-saharan Africa),newsletterarticle,2019
Effects of Combating Malaria with DDT in Sub-Saharan Africa in the mid 1900s,23,Effects of vector-control interventions on changes in risk of malaria parasitaemia in sub-Saharan Africa: a spatial and temporal analysis,article,2014
The London Smog,17639,A Look Back at the London Smog of 1952 and the Half Century Since,article,2002
The London Smog,17639,"Death in the air : the true story of a serial killer, the great London smog, and the strangling of a city",pbook,2017
The London Smog,17639,A Retrospective Assessment of Mortality from the London Smog Episode of 1952: The Role of Influenza and Pollution,article,2004
The London Smog,17639,Urban ecology : an international perspective on the interaction between humans and nature,pbook,2008
The London Smog,17639,Urban ecology an international perspective on the interaction between humans and nature,book,2008
The London Smog,17639,London fog : the biography,pbook,2015
The London Smog,17639,RUSHES: ENVIRONMENT: General views of air pollution in London,video,2014
The London Smog,17639,Smog alert : managing urban air quality,pbook,1996
The London Smog,17639,The house we live in : an environment reader,pbook,1971
The London Smog,17639,Heavy on the Metals: Parsing the Particulate Content of the London Smog,article,2003
The London Smog,17639,Fifty Years Later: Clearing the Air over the London Smog,article,2002
The London Smog,17639,The Great London Smog of 1952,article,2018
The London Smog,17639,Air pollution - Counting the cost of London's killer smog,article,2002
The London Smog,17639,Tackling Air Pollution in China-What do We Learn from the Great Smog of 1950s in LONDON,article,2014
The London Smog,17639,Toxicologic and Epidemiologic Clues from the Characterization of the 1952 London Smog Fine Particulate Matter in Archival Autopsy Lung Tissues,article,2003
The London Smog,17639,THE LONDON SMOG,article,1954
The London Smog,17639,Arthritis diagnosis and early-life exposure to air pollution,article,2019
The London Smog,17639,ALTERED SEX-RATIO AFTER LONDON SMOG OF 1952 AND BRISBANE FLOOD OF 1965,article,1974
The London Smog,17639,A Retrospective Assessment of Mortality from the London Smog Episode of 1952: The Role of Influenza and Pollution,book_chapter,2008
The London Smog,17639,"Notes Made During the London Smog in December, 1962",article,1963
The London Smog,17639,The impact of the 1952 London smog event and its relevance for current wood-smoke abatement strategies in Australia,article,2019
The London Smog,17639,Counting the Cost of London's Killer Smog,article,2002
The London Smog,17639,The London Smog Disaster,article,1954
The London Smog,17639,ALTERED SEX RATIO AFTER THE LONDON SMOG OF 1952 AND THE BRISBANE FLOOD OF 1965,article,1974
The London Smog,17639,London-Smog und Los Angeles-Smog (London-Smog and Los Angeles-Smog),article,1979
The London Smog,17639,"Killer smog of London, 50 years on: particle properties and oxidative capacity",article,2004
The London Smog,17639,Beijing smog,article,2012
The London Smog,17639,Smog standards,article,2014
The London Smog,17639,Red smog alert,article,2015
The London Smog,17639,"Intussusception and the great smog of London, December 1952",article,2003
The London Smog,17639,Reassessment of the Lethal London Fog of 1952: Novel Indicators of Acute and Chronic Consequences of Acute Exposure to Air Pollution,article,2001
The London Smog,17639,Early-Life Exposure to the Great Smog of 1952 and the Development of Asthma,article,2016
The London Smog,17639,Is the Polish Smog a New Type of Smog?,article,2019
The London Smog,17639,Smog crackdown,article,2010
The London Smog,17639,Smoke shade as a historic proxy for elemental carbon,article,2020
The London Smog,17639,China tests giant air cleaner to combat smog,article,2018
The London Smog,17639,Surviving With Smog and Smoke Precision Interventions?,article,2017
The London Smog,17639,Household chemicals rival vehicles as smog source,article,2018
The London Smog,17639,Smog Episodes in Poland,article,2020
The London Smog,17639,China tests giant air cleaner to combat urban smog,article,2018
The London Smog,17639,Great Smog of London,book_chapter,2014
The London Smog,17639,"When the planet rages : natural disasters, global warming, and the future of the earth",pbook,2009
The London Smog,17639,Smog plans shelved,article,2011
The London Smog,17639,Fight against smog ramps up,article,2014
The London Smog,17639,Cost-effective control of urban smog : the significance of Chicago cap-and-trade approach,pbook,2006
The London Smog,17639,China deploys big data to clear smog,article,2017
The London Smog,17639,Investigators at University of Louisville Describe Findings in Nursing (The Great London Smog of 1952),newsletterarticle,2018
The London Smog,17639,Smoke and mirrors : the politics and culture of air pollution,pbook,2004
The London Smog,17639,Chinese haze versus Western smog: lessons learned,article,2015
The London Smog,17639,China tests giant air cleaner to combat smog,article,2018
THE ECOLOGICAL EFFECTS OF THE VIETNAMESE WAR,3782,Trees Versus Lives: Reckoning Military Success and the Ecological Effects of Chemical Defoliation During the Vietnam War,article,2013
THE ECOLOGICAL EFFECTS OF THE VIETNAMESE WAR,3782,Ecocide in Indochina; the ecology of war.,pbook,1970
THE ECOLOGICAL EFFECTS OF THE VIETNAMESE WAR,3782,Complexity of the Socio-Ecological Dynamics in Hong Ha Commune in the Vietnamese Highland—A Review through the Coupled Human and Natural Systems Framework,article,2020
THE ECOLOGICAL EFFECTS OF THE VIETNAMESE WAR,3782,"The Invention of Ecocide : Agent Orange, Vietnam, and the Scientists Who Changed the Way We Think about the Environment.",book,2011
THE ECOLOGICAL EFFECTS OF THE VIETNAMESE WAR,3782,Herbicides in war : the long-term ecological and human consequences,pbook,1984
THE ECOLOGICAL EFFECTS OF THE VIETNAMESE WAR,3782,Ecological consequences of the Second Indochina War,pbook,1976
THE ECOLOGICAL EFFECTS OF THE VIETNAMESE WAR,3782,The ecology of war : environmental impacts of weaponry and warfare,pbook,1993
THE ECOLOGICAL EFFECTS OF THE VIETNAMESE WAR,3782,Bomb children : life in the former battlefields of Laos,pbook,2019
THE ECOLOGICAL EFFECTS OF THE VIETNAMESE WAR,3782,"The Invention of Ecocide: Agent Orange, Vietnam, and the Scientists Who Changed the Way We Think About the Environment",book,2011
THE ECOLOGICAL EFFECTS OF THE VIETNAMESE WAR,3782,Acculturation and Psychological Adjustment of Vietnamese Refugees: An Ecological Acculturation Framework,article,2015
THE ECOLOGICAL EFFECTS OF THE VIETNAMESE WAR,3782,Understanding Vietnamese youth gangs in America: An ecological systems analysis,article,2010
THE ECOLOGICAL EFFECTS OF THE VIETNAMESE WAR,3782,"The importance of context: Vietnamese, Somali, and Iranian refugee mothers discuss their resettled lives and involvement in their children's schools",article,2011
THE ECOLOGICAL EFFECTS OF THE VIETNAMESE WAR,3782,EFFECT OF POLICY REFORMS ON FOOD AND NUTRITION TRENDS IN VIETNAM AND MYANMAR FROM 1960 TO 2015,article,2017
THE ECOLOGICAL EFFECTS OF THE VIETNAMESE WAR,3782,Applying Ecological Modeling to Parenting for Australian Refugee Families,article,2014
THE ECOLOGICAL EFFECTS OF THE VIETNAMESE WAR,3782,A life course perspective on the wartime migrations of northern Vietnamese war survivors,article,2021
THE ECOLOGICAL EFFECTS OF THE VIETNAMESE WAR,3782,Identifying the moral–practical gaps in corporate social responsibility missions of Vietnamese firms: An event‐based analysis of sustainability feasibility,article,2021
THE ECOLOGICAL EFFECTS OF THE VIETNAMESE WAR,3782,APPLYING ECO-FEATURES OF TRADITIONAL VIETNAMESE HOUSES TO CONTEMPORARY HIGH-RISE HOUSING,article,2011
THE ECOLOGICAL EFFECTS OF THE VIETNAMESE WAR,3782,Ecological Effects of the War in Vietnam,article,1970
THE ECOLOGICAL EFFECTS OF THE VIETNAMESE WAR,3782,"Honor the Vietnamese, Not Those Who Killed Them",article,2015
THE ECOLOGICAL EFFECTS OF THE VIETNAMESE WAR,3782,Citizen-Science and Participatory Research as a Means to Improve Stakeholder Engagement in Resource Management: A Case Study of Vietnamese American Fishers on the US Gulf Coast,article,2019
THE ECOLOGICAL EFFECTS OF THE VIETNAMESE WAR,3782,The contemporary refugee crisis: an overview of mental health challenges,article,2017
THE ECOLOGICAL EFFECTS OF THE VIETNAMESE WAR,3782,From Local Integration Toward Ghettoized Community With Transnational Connections: The Case of Vietnamese Pagodas in Poland,article,2019
THE ECOLOGICAL EFFECTS OF THE VIETNAMESE WAR,3782,Health of Vietnamese Older Adults and Caregiver's Psychological Status in the United States: Result from the Vietnamese Aging and Care Survey,article,1954
THE ECOLOGICAL EFFECTS OF THE VIETNAMESE WAR,3782,Termite diversity and complexity in Vietnamese agroecosystems along a gradient of increasing disturbance,article,2015
THE ECOLOGICAL EFFECTS OF THE VIETNAMESE WAR,3782,The farmer’s battlefield: traditional ecological knowledge and unexploded bombs in Cambodia,article,2021
THE ECOLOGICAL EFFECTS OF THE VIETNAMESE WAR,3782,"Ethnicity, Violence, and Khmer-Vietnamese Relations: The Significance of the Lower Mekong Delta, 1757–1954",article,2013
THE ECOLOGICAL EFFECTS OF THE VIETNAMESE WAR,3782,"Agent orange, monsters, and we humans",article,2017
THE ECOLOGICAL EFFECTS OF THE VIETNAMESE WAR,3782,"Extending the Hydraulic Paradigm: Reunification, State Consolidation, and Water Control in the Vietnamese Mekong Delta after 1975",article,2014
THE ECOLOGICAL EFFECTS OF THE VIETNAMESE WAR,3782,Psychological distress among Vietnamese American adolescents: Toward an ecological model,dissertation,2003
THE ECOLOGICAL EFFECTS OF THE VIETNAMESE WAR,3782,Patterns of risk for anxiety-depression amongst Vietnamese-immigrants: a comparison with source and host populations,article,2013
THE ECOLOGICAL EFFECTS OF THE VIETNAMESE WAR,3782,INTERPRETATION: ECOLOGICAL EFFECTS OF THE VIETNAM WAR,article,1972
THE ECOLOGICAL EFFECTS OF THE VIETNAMESE WAR,3782,"The invention of ecocide : agent orange, Vietnam, and the scientists who changed the way we think about the environment",pbook,2011
THE ECOLOGICAL EFFECTS OF THE VIETNAMESE WAR,3782,"Redefining Diversity and Dynamics of Natural Resources Management in Asia, Volume 3: Natural Resource Dynamics and Social Ecological Systems in Central Vietnam: Development, Resource Changes and Conservation Issues",book,2016
THE ECOLOGICAL EFFECTS OF THE VIETNAMESE WAR,3782,The use of Agent Orange in the Vietnam War and its effects on the Vietnamese people,dissertation,2011
THE ECOLOGICAL EFFECTS OF THE VIETNAMESE WAR,3782,A Qualitative Analysis of Vietnamese Adolescent Identity Exploration Within and Outside an Ethnic Enclave,article,2008
THE ECOLOGICAL EFFECTS OF THE VIETNAMESE WAR,3782,The Case of Agent Orange,article,2007
THE ECOLOGICAL EFFECTS OF THE VIETNAMESE WAR,3782,Estimating the Material Stock of Roads: The Vietnamese Case Study,article,2019
THE ECOLOGICAL EFFECTS OF THE VIETNAMESE WAR,3782,Analysis and management of stand dynamics of Vietnamese dipterocarp forests by applying a dynamic growth model,article,2012
THE ECOLOGICAL EFFECTS OF THE VIETNAMESE WAR,3782,Conservation of the Mekong Delta wetlands through hydrological management,article,2017
THE ECOLOGICAL EFFECTS OF THE VIETNAMESE WAR,3782,The Effects of Sociocultural and Educational Supports on Resilience and Learning Outcomes Among Vietnamese Undergraduate Students,dissertation,2020
THE ECOLOGICAL EFFECTS OF THE VIETNAMESE WAR,3782,A GIS study of dioxin contamination in a Vietnamese region sprayed with herbicide,article,2009
THE ECOLOGICAL EFFECTS OF THE VIETNAMESE WAR,3782,"Trauma, Discrimination, and Psychological Distress Across Vietnamese Refugees and Immigrants: A Life Course Perspective",article,2018
THE ECOLOGICAL EFFECTS OF THE VIETNAMESE WAR,3782,The Environmental Footprint of War,article,2008
THE ECOLOGICAL EFFECTS OF THE VIETNAMESE WAR,3782,The Presence of IUCN Red List Tree Species in Dependence of Site Characteristics in the Vietnamese Cat Ba National Park,article,2020
THE ECOLOGICAL EFFECTS OF THE VIETNAMESE WAR,3782,The tenth dragon: controlled seasonal flooding in long-term policy plans for the Vietnamese Mekong delta,article,2018
THE ECOLOGICAL EFFECTS OF THE VIETNAMESE WAR,3782,"LIVELIHOOD CAPABILITIES AND PATHWAYS OF SHRIMP FARMERS IN THE MEKONG DELTA, VIETNAM",article,2013
THE ECOLOGICAL EFFECTS OF THE VIETNAMESE WAR,3782,Feminist Refugee Epistemology: Reading Displacement in Vietnamese and Syrian Refugee Art,article,2018
THE ECOLOGICAL EFFECTS OF THE VIETNAMESE WAR,3782,On Safe Space in Education: A Polish-Vietnamese Comparative Study,article,2021
THE ECOLOGICAL EFFECTS OF THE VIETNAMESE WAR,3782,"Parenting styles and perceived instrumentality of schooling in native, Turkish, and Vietnamese families in Germany",article,2015
THE ECOLOGICAL EFFECTS OF THE VIETNAMESE WAR,3782,From Confrontation to Mediation: Cambodian Farmers Expelled by a Vietnamese Company,article,2019
Air pollution: A reminder for human history and its brutal effects,400,Epidemiological Investigation of the Effects of Air Pollution on Human Health : (Rept.10) Past History and Present Illness of Residents in Air Polluted and Control Areas of Omuta City,article,1967
Air pollution: A reminder for human history and its brutal effects,400,"Archaeology of brutal encounter: heritage and bomb testing on Bikini Atoll, Republic of the Marshall Islands",article,2013
Air pollution: A reminder for human history and its brutal effects,400,Mitigating Litigating: An Examination of Psychosocial Impacts of Compensation Processes Associated with the 2010 BP Deepwater Horizon Oil Spill,article,2018
Air pollution: A reminder for human history and its brutal effects,400,From stressed utopias to pervasive anxiety: Post-catastrophic dystopia in 1970s West German television,article,2020
Air pollution: A reminder for human history and its brutal effects,400,Trump and Climate Catastrophe,article,2017
Air pollution: A reminder for human history and its brutal effects,400,Cleaning mineral supply chains? Political economies of exploitation and hidden costs of technical fixes,article,2022
Air pollution: A reminder for human history and its brutal effects,400,"Pollution, purification, and the scapegoat: Religion and violence in the trial of Socrates",dissertation,2014
Air pollution: A reminder for human history and its brutal effects,400,"""And Make Two Pasties of Your Shameful Heads"": Medicinal Cannibalism and Healing the Body Politic in ""Titus Andronicus""",article,2003
Air pollution: A reminder for human history and its brutal effects,400,"Urban Energy Transitions: Places, Processes and Politics of Socio-technical Change",article,2014
Air pollution: A reminder for human history and its brutal effects,400,USING RGB COLOR LIGHTS TO DETERMINE THE EFFECTS OF HUMAN PRESSURE ON BIG SCALE AFRICAN NATIONAL PARKS,article,2015
Air pollution: A reminder for human history and its brutal effects,400,"Pathologizing Male Desire: Satyriasis, Masculinity, and Modern Civilization at the Fin de Si??cle",article,2015
Air pollution: A reminder for human history and its brutal effects,400,Sensory Witnessing at Treblinka,article,2021
Air pollution: A reminder for human history and its brutal effects,400,Scatologising Hindu Eschatology: An (In) Auspicious Journey from Devalaya to Shauchalaya,article,2016
Air pollution: A reminder for human history and its brutal effects,400,The coming of environmental authoritarianism,article,2010
Air pollution: A reminder for human history and its brutal effects,400,Transportation Policy and the Underdevelopment of Black Communities,article,2021
Air pollution: A reminder for human history and its brutal effects,400,The Yellow Earth Becomes the Yellow Dragon: Eco-Consciousness in Chinese Theatre of the 1980s,article,2009
Air pollution: A reminder for human history and its brutal effects,400,Egypt: Human Rights in Transition,article,2012
Air pollution: A reminder for human history and its brutal effects,400,Export quality: Representing Fijian bodies and the economy of war,article,2011
Air pollution: A reminder for human history and its brutal effects,400,"Guns, germs, and public history: A conversation with Jennifer Tucker",article,2021
Air pollution: A reminder for human history and its brutal effects,400,Corrosive Effects: Environmental Ethics and the Metaphysics of Acid Mine Drainage,article,2001
Air pollution: A reminder for human history and its brutal effects,400,Transportation Policy and the Underdevelopment of Black Communities,article,2021
Air pollution: A reminder for human history and its brutal effects,400,Past & present: When new is not always best,article,2003
Air pollution: A reminder for human history and its brutal effects,400,Sustainable Stories: Managing Climate Change with Literature,article,2021
Air pollution: A reminder for human history and its brutal effects,400,Unsettled Landscapes: Czech and German Conceptions of Social and Ecological Decline in the Postwar Czechoslovak Borderlands,article,2015
Air pollution: A reminder for human history and its brutal effects,400,"The Corpse in the Garden: Burial, Health, and the Environment in Nineteenth-Century London",article,2011
Air pollution: A reminder for human history and its brutal effects,400,Diamond in the Rough: Is There a Genuine Environmental Threat to Security?: A Review Essay,article,2005
Air pollution: A reminder for human history and its brutal effects,400,Caribbean Biota: Taming the Beasts and Tending the Gardens,article,2011
Air pollution: A reminder for human history and its brutal effects,400,"Expanding the Frontiers of Labour History: Kjartan Fl??gstad’s Synthesis of Local, Global, and Environmental History",article,2009
Air pollution: A reminder for human history and its brutal effects,400,Architecture is repetition: Adapting postcolonial spatial theory for post-revolutionary socialist Cuba,article,2019
Air pollution: A reminder for human history and its brutal effects,400,"Taking Root in Floating Cities – Space, Environment, and Immigrant Identity in Kerri Sakamoto’s Floating City",article,2020
Air pollution: A reminder for human history and its brutal effects,400,"Resuscitating the critical in the biological grotesque: blood, guts, biomachismo in science/education and human guinea pig discourse",article,2009
Air pollution: A reminder for human history and its brutal effects,400,Dirty spaces: communication and contamination in men's public toilets,article,2005
Air pollution: A reminder for human history and its brutal effects,400,A Post-Conflict Assessment of Breast Cancer in Kuwait Using Mixed Methods,dissertation,2013
Air pollution: A reminder for human history and its brutal effects,400,Thinking Diverse Futures from a Carbon Present,article,2013
Air pollution: A reminder for human history and its brutal effects,400,"Avoiding Climate Change: ""Agnostic Adaptation"" and the Politics of Public Silence",article,2019
Air pollution: A reminder for human history and its brutal effects,400,Plastic Waste and the Environmental Crisis Industry,article,2021
Air pollution: A reminder for human history and its brutal effects,400,Beastly Sodomites and the Shameless Urban Future,article,2014
Air pollution: A reminder for human history and its brutal effects,400,The Liberal Way of Development and the Development–Security Impasse: Exploring the Global Life-Chance Divide,article,2010
Air pollution: A reminder for human history and its brutal effects,400,"Sacrificing Justice: Suffering Animals, the Oresteia, and the Masks of Consent",article,2012
Air pollution: A reminder for human history and its brutal effects,400,Utopia anniversary symposium,article,2016
Air pollution: A reminder for human history and its brutal effects,400,How can a climate change perspective be integrated into public health surveillance?,article,2012
Air pollution: A reminder for human history and its brutal effects,400,From Utopia to Apocalypse: Science Fiction and the Politics of Catastrophe,book,2010
Air pollution: A reminder for human history and its brutal effects,400,The nature of David,article,2013
Air pollution: A reminder for human history and its brutal effects,400,Struggle and Hope: Challenging Gender Violence in Pakistan,article,2013
Air pollution: A reminder for human history and its brutal effects,400,A Review of the Urban Development and Transport Impacts on Public Health with Particular Reference to Australia: Trans-Disciplinary Research Teams and Some Research Gaps,article,2009
Air pollution: A reminder for human history and its brutal effects,400,Excrement and Waste: Examining the Ramifications of the Municipal Infrastructures and the Problem of Global Eco-Cosmopolitism in Malik Sajad's Munnu: A Boy from Kashmir,article,2022
Air pollution: A reminder for human history and its brutal effects,400,Does Terror Have an Urban Future?,article,2001
Air pollution: A reminder for human history and its brutal effects,400,Teju Cole: Public intellectual,article,2021
Air pollution: A reminder for human history and its brutal effects,400,Racial Europeanization,article,2006
Air pollution: A reminder for human history and its brutal effects,400,The Complex Environmental Legacy of the Automobile Shredder,article,2011
How the Haitian Revolution prompted French government to abolish slavery,122,Making freedom work: the long transition from slavery to freedom during the Haitian Revolution,article,2019
How the Haitian Revolution prompted French government to abolish slavery,122,Memories of exclusion: Hannah Arendt and the Haitian Revolution,article,2018
How the Haitian Revolution prompted French government to abolish slavery,122,The Haitian Revolution and the Sale of Louisiana,article,2007
How the Haitian Revolution prompted French government to abolish slavery,122,"African slavery and the impact of the Haitian revolution in Bourbon New Spain: Empire-building in the Atlantic age of revolution, 1750-1808",dissertation,2015
How the Haitian Revolution prompted French government to abolish slavery,122,The public sphere of the Haitian (post-)revolution: conditioned communication in Louis Dubroca and Baron de Vastey,article,2021
How the Haitian Revolution prompted French government to abolish slavery,122,THE QUESTION OF ATLANTIC SLAVERY AND GERMAN READINESS FOR FREEDOM IN A. G. F. REBMANN'S HANS KIEKINDIEWELTS REISEN IN ALLE VIER WELTTHEILE,article,2013
How the Haitian Revolution prompted French government to abolish slavery,122,"A Failed Emancipation? The Struggle for Freedom in Hispaniola during the Haitian Revolution, 1789–1809",dissertation,2011
How the Haitian Revolution prompted French government to abolish slavery,122,Abolition and Afro‐Latin Americans,book_chapter,2010
How the Haitian Revolution prompted French government to abolish slavery,122,"Imagining the ""grand colonial family"" in French Guiana, 1819-1823",article,2014
How the Haitian Revolution prompted French government to abolish slavery,122,Inhabiting Rights,article,2016
How the Haitian Revolution prompted French government to abolish slavery,122,"The French Experiment: Thomas Jefferson and William Short Debate Slavery, 1785–1826",article,2021
How the Haitian Revolution prompted French government to abolish slavery,122,"Performing the temple of liberty: Slavery, rights, and revolution in transatlantic theatricality (1760s–1830s)",dissertation,2008
How the Haitian Revolution prompted French government to abolish slavery,122,The American Civil War in the Age of Revolution,article,2016
How the Haitian Revolution prompted French government to abolish slavery,122,“In the Free”: The Work of Emancipation in the Anglo-Caribbean Historical Novel,article,2015
How the Haitian Revolution prompted French government to abolish slavery,122,Culture Swapping: Consumption and the Ethnogenesis of Middle‐Class Haitian Immigrants,article,1999
How the Haitian Revolution prompted French government to abolish slavery,122,"Black Slavery, White Freedom: Freedom and Race in the Era of Liberal Revolution",book_chapter,2021
How the Haitian Revolution prompted French government to abolish slavery,122,"AGENCY, IDEOLOGY, AND VIOLENCE IN THE HISTORY OF TRANSATLANTIC SLAVERY",article,2007
How the Haitian Revolution prompted French government to abolish slavery,122,Haiti and the United States: In Black print,article,2021
How the Haitian Revolution prompted French government to abolish slavery,122,Citizens of nowhere: illegal slavery and racial silence in the African and Indigenous histories of Postcolonial Brazil,article,2021
How the Haitian Revolution prompted French government to abolish slavery,122,"Enslavement and Empire in the French Caribbean, 1793–1851",dissertation,2020
How the Haitian Revolution prompted French government to abolish slavery,122,"American Toussaints: Symbol, Subversion, and the Black Atlantic Tradition in the American Civil War",article,2007
How the Haitian Revolution prompted French government to abolish slavery,122,"“Mexico in His Head”: Slavery and the Texas-Mexico Border, 1810–1860",article,2004
How the Haitian Revolution prompted French government to abolish slavery,122,Politics in dark times: reflections on Hannah Arendt,article,2013
How the Haitian Revolution prompted French government to abolish slavery,122,ANTON DE KOM AND THE FORMATIVE PHASE OF SURINAMESE DECOLONIZATION,article,2009
How the Haitian Revolution prompted French government to abolish slavery,122,"Real and Imaginary Friends in Revolutionary France: Quakers, Political Culture, and the Atlantic World",article,2017
How the Haitian Revolution prompted French government to abolish slavery,122,The Second Slavery: Modernity in the Nineteenth-Century South and the Atlantic World,article,2009
How the Haitian Revolution prompted French government to abolish slavery,122,Revolutions and the international,article,2015
How the Haitian Revolution prompted French government to abolish slavery,122,Haiti and the U.S.: African American emigration and the recognition debate,dissertation,2008
How the Haitian Revolution prompted French government to abolish slavery,122,American Independence and the Myth of the Founding Fathers,book_chapter,2014
How the Haitian Revolution prompted French government to abolish slavery,122,"Cholera in Haiti and Other Caribbean Regions, 19th Century",article,2011
How the Haitian Revolution prompted French government to abolish slavery,122,"Gender and Politics in Contemporary Haiti: The Duvalierist State, Transnationalism, and the Emergence of a New Feminism (1980-1990)",article,1995
How the Haitian Revolution prompted French government to abolish slavery,122,Lessons of Skin: Cosmopolitan Solidarity in The Woman of Colour,article,2020
How the Haitian Revolution prompted French government to abolish slavery,122,Equal Rights and Individual Freedom: Enlightenment Intellectuals and the Lascasian Apology for Black African Slavery,article,2008
How the Haitian Revolution prompted French government to abolish slavery,122,Antislavery Utopias: Communitarian Labor Reform and the Abolitionist Movement,article,2018
How the Haitian Revolution prompted French government to abolish slavery,122,"Double Jeopardy: Slavery, Imprisonment, and the Fragility of Freedom in Imperial Rio de Janeiro, 1808-1888",dissertation,2017
How the Haitian Revolution prompted French government to abolish slavery,122,The International Repercussions of the French Revolution,book_chapter,2012
How the Haitian Revolution prompted French government to abolish slavery,122,"Ameliorating Empire: Slavery and Protection in the British Colonies, 1783-1865",dissertation,2014
How the Haitian Revolution prompted French government to abolish slavery,122,"The Slave Trade and British Abolition, 1787-1807",article,2007
How the Haitian Revolution prompted French government to abolish slavery,122,Empire and the Afterlife of Slavery: Black Anti-Imperialisms of the Long Nineteenth Century,dissertation,2014
How the Haitian Revolution prompted French government to abolish slavery,122,Haiti: The Poverty of Justice,dissertation,2010
How the Haitian Revolution prompted French government to abolish slavery,122,The Unmaking of a President,article,1994
How the Haitian Revolution prompted French government to abolish slavery,122,"""We Cherished the Same Hostility to Every Form of Tyranny"": Transatlantic Parallels and Contacts between William Lloyd Garrison and Giuseppe Mazzini, 1846-1872",article,2012
How the Haitian Revolution prompted French government to abolish slavery,122,U.S. cultural hegemony and the shifting positionality of Frederick Douglass,article,2021
How the Haitian Revolution prompted French government to abolish slavery,122,"The problem of slavery in the age of capital: Abolitionism, liberalism, and counter-hegemony in Spain, Cuba, and Puerto Rico, 1833-1886",dissertation,1995
How the Haitian Revolution prompted French government to abolish slavery,122,"BLACK AND WHITE IN THE CARIBBEAN: HAITIAN-AMERICAN RELATIONS, 1902-1934",dissertation,1981
How the Haitian Revolution prompted French government to abolish slavery,122,"The language of race in revolutionary France and Saint Domingue, 1789-1792",dissertation,2016
How the Haitian Revolution prompted French government to abolish slavery,122,“In close alliance”: How the early American republic and revolutionary Saint-Domingue made their way in a hostile Atlantic world,dissertation,2010
How the Haitian Revolution prompted French government to abolish slavery,122,How Do You Say “Free” in French?,book_chapter,2018
How the Haitian Revolution prompted French government to abolish slavery,122,"The Subject of the Slave Trade: Recent Currents in the Histories of the Atlantic, Great Britain, and Western Africa",article,2009
How the Haitian Revolution prompted French government to abolish slavery,122,"Earthquakes, Nongovernmental Organizations, and Governance in Haiti",article,2011
Foreign influence in the Spanish Civil War,71269,The Spanish Military and Warfare from 1899 to the Civil War: The Uncertain Path to Victory,book,2017
Foreign influence in the Spanish Civil War,71269,More writers of the Spanish Civil War : experience put to use,pbook,2018
Foreign influence in the Spanish Civil War,71269,The Spanish Civil War: Revolution and Counterrevolution,book,2015
Foreign influence in the Spanish Civil War,71269,No Barrier Can Contain It: Cuban Antifascism and the Spanish Civil War,book,2019
Foreign influence in the Spanish Civil War,71269,Consequences of the Spanish Civil War for Entomology: A Quantitative Example of Abrupt Alteration in Scientific Research Dynamics,article,2017
Foreign influence in the Spanish Civil War,71269,'Suppose They were to Do It in Mexico': The Spanish Embargo and Its Influence on Roosevelt's Good Neighbor Policy,article,2018
Foreign influence in the Spanish Civil War,71269,Italian intervention in the Spanish Civil War,book,2015
Foreign influence in the Spanish Civil War,71269,History Teaching and Cultural Hegemony: Representations of the Spanish Civil War in Francoist History Textbooks of the 1960s,article,2020
Foreign influence in the Spanish Civil War,71269,From soul to matter: the new Spanish Francoist pedagogy's plunge into experimental pedagogy and the influence of Raymond Buyse,article,2019
Foreign influence in the Spanish Civil War,71269,"Children, education and politics in everyday life: Children, education and politics at a time of conflict - the Spanish Civil War (1936 - 1939)",article,2015
Foreign influence in the Spanish Civil War,71269,The Spanish Civil War as seen through children's drawings of the time,article,2015
Foreign influence in the Spanish Civil War,71269,"The Spanish Civil War, 1936-39 : American hemispheric perspectives",pbook,1982
