Query,Results,Title,Type,CreateDate
The Fight Against Racial Inequality in America,37707,The Fight: Discipline and Race in an Inner-City Public Charter High School,article,2017
The Fight Against Racial Inequality in America,37707,"""Black and white, unite and fight"": Interracial working-class solidarity and racial employment equality",article,2001
The Fight Against Racial Inequality in America,37707,The Death of Affirmative Action?: Racialized Framing and the Fight Against Racial Preference in College Admissions,book,2020
The Fight Against Racial Inequality in America,37707,"""From warfare to welfare"": Contextualising Arrow and Schelling's models of racial inequalities (1968-1972)",article,2017
The Fight Against Racial Inequality in America,37707,"Social Justice and the Creative City: Class, Gender and Racial Inequalities",article,2012
The Fight Against Racial Inequality in America,37707,Metropolitan Secession and the Space of Color-Blind Racism in Atlanta,article,2015
The Fight Against Racial Inequality in America,37707,'... Latin America without the downside': racial exceptionalism and global tourism in Costa Rica,article,2013
The Fight Against Racial Inequality in America,37707,Beyond Domestic Violence Survivor Services: Refocusing on Inequality in the Fight against Gender-Based Violence in the Americas,article,2016
The Fight Against Racial Inequality in America,37707,Will COVID-19 Worsen the Racial Wealth Gap in the United States?,article,2021
The Fight Against Racial Inequality in America,37707,"Compounded Deprivation in the Transition to Adulthood: The Intersection of Racial and Economic Inequality Among Chicagoans, 1995–2013",article,2015
The Fight Against Racial Inequality in America,37707,"Fifty Years After the Kerner Commission Report: Place, Housing, and Racial Wealth Inequality in Los Angeles",article,2018
The Fight Against Racial Inequality in America,37707,"Health Inequalities amongst People of African Descent in the Americas, 2005-2017: A Systematic Review of the Literature",article,2019
The Fight Against Racial Inequality in America,37707,"Tiger Parenting and American Inequality: An Essay on Chua and Rubenfeld's ""The Triple Package: How Three Unlikely Traits Explain the Rise and Fall of Cultural Groups in America""",article,2015
The Fight Against Racial Inequality in America,37707,Racial purges,article,2020
The Fight Against Racial Inequality in America,37707,Body and Soul: The Black Panther Party and the Fight against Medical Discrimination,book,2011
The Fight Against Racial Inequality in America,37707,The bottom line: capital’s production of social inequalities and environmental degradation,article,2018
The Fight Against Racial Inequality in America,37707,Decline in an Era of Triumph: Black workers in 1960s New York City,article,2020
The Fight Against Racial Inequality in America,37707,"'The Struggle That Must Be': Harry Edwards, Sport and the Fight for Racial Equality",article,2014
The Fight Against Racial Inequality in America,37707,"Resisting Brown: Race, Literacy, and Citizenship in the Heart of Virginia",book,2018
The Fight Against Racial Inequality in America,37707,Neighborhood Disadvantage and Telomere Length: Results from the Fragile Families Study,article,2018
The Fight Against Racial Inequality in America,37707,New Racial Meanings of Housing in America,article,2012
The Fight Against Racial Inequality in America,37707,"THE PUZZLE OF RACIAL INEQUALITY IN CUBA, 1980s-2010s",article,2021
The Fight Against Racial Inequality in America,37707,"Towards a Radical Re-appropriation: Gender, Development and Neoliberal Feminism",article,2015
The Fight Against Racial Inequality in America,37707,Living on the Edge: Neighborhood Boundaries and the Spatial Dynamics of Violent Crime,article,2018
The Fight Against Racial Inequality in America,37707,"After racial democracy: Contemporary puzzles in race relations in Brazil, Latin America and beyond from a boundaries perspective",article,2016
The Fight Against Racial Inequality in America,37707,Black Canadians and black Americans: racial income inequality in comparative perspective,article,2010
The Fight Against Racial Inequality in America,37707,Towards a global theory of colorblindness: Comparing colorblind racial ideology in France and the United States,article,2020
The Fight Against Racial Inequality in America,37707,"Against fascism, for racial equality: communists, anti-racism and the road to the Second World War in Australia, South Africa and the United States",article,2017
Tensions Between the Split Nation: The Korean War and its Effects,5393,"Prisoner Number 600,001: Rethinking Japan, China, and the Korean War 1950–1953",article,2015
Tensions Between the Split Nation: The Korean War and its Effects,5393,A LANGUAGE SPLIT BY THE BORDER: WHAT THE DIVISION OF THE KOREAN LANGUAGE MEANS FOR REUNIFICATION,article,2018
Tensions Between the Split Nation: The Korean War and its Effects,5393,The Korean diaspora and belonging in the UK: identity tensions between North and South Koreans,article,2015
Tensions Between the Split Nation: The Korean War and its Effects,5393,"Compradors, Neo-colonialism, and Transnational Class Struggle: PRC relations with Algeria and India, 1953-1965",article,2021
Tensions Between the Split Nation: The Korean War and its Effects,5393,LONGEVITY IN NORTH KOREA AND SOUTH KOREA: PREVALENCE OF CENTENARIANS IN ONE THE POOREST AND ONE OF THE RICHEST NATIONS,article,2018
Tensions Between the Split Nation: The Korean War and its Effects,5393,"Branding an Aggressor: The Commonwealth, the United Nations and Chinese Intervention in the Korean War, November 1950-January 1951",article,2010
Tensions Between the Split Nation: The Korean War and its Effects,5393,Comrades at enmity: Pyongyang-Hanoi split after the fall of Saigon,article,2006
Tensions Between the Split Nation: The Korean War and its Effects,5393,"Lost Chance or Lost Horizon? Strategic Opportunity and Escalation Risk in the Korean War, April-July 1951",article,2010
Tensions Between the Split Nation: The Korean War and its Effects,5393,Tensions in South Korean Political Parties in Transition: From Entourage to Ideology?,article,2006
Tensions Between the Split Nation: The Korean War and its Effects,5393,FRUSTRATED ALIGNMENT: THE PACIFIC PACT PROPOSALS FROM 1949 TO 1954 AND SOUTH KOREA–TAIWAN RELATIONS,article,2015
Tensions Between the Split Nation: The Korean War and its Effects,5393,Propaganda strategies of Korean war-era leaflets,article,2018
Tensions Between the Split Nation: The Korean War and its Effects,5393,"More than a Miracle: The Korean War, Cold War Politics, and the 1960 Olympic Hockey Tournament",article,2018
Tensions Between the Split Nation: The Korean War and its Effects,5393,South Korean Cinema’s Postwar Pain: Gender and National Division in Korean War Films from the 1950s to the 2000s,article,2014
Tensions Between the Split Nation: The Korean War and its Effects,5393,"The Pleasure of Mourning: Korean War Blockbusters in Post–Cold War South Korea, 1998–2008",article,2018
Tensions Between the Split Nation: The Korean War and its Effects,5393,Paradigm Conflicts among Allies: Historical Origins of the U.S.-ROK Split over North Korea,article,2010
Tensions Between the Split Nation: The Korean War and its Effects,5393,The Origins of Cold War Feminism During the Korean War,article,2019
Tensions Between the Split Nation: The Korean War and its Effects,5393,Missile Envy: New Tensions in China-U.S.-Taiwan Relations,article,2007
Tensions Between the Split Nation: The Korean War and its Effects,5393,"Segregation, Integration, and Death: Evidence from the Korean War",article,2021
Tensions Between the Split Nation: The Korean War and its Effects,5393,A History of and Recent Developments Concerning the Korean Peninsula Northern Limit Line (NLL),article,2019
Tensions Between the Split Nation: The Korean War and its Effects,5393,Private Life of the Nation: A cautionary tale of Korean unification,article,2018
Tensions Between the Split Nation: The Korean War and its Effects,5393,Magill's Choice,book,2010
Tensions Between the Split Nation: The Korean War and its Effects,5393,"Water Security, Riparian Identity and Korean Nation Branding in the Mekong Subregion",article,2019
Tensions Between the Split Nation: The Korean War and its Effects,5393,"Comedic violence in advertising: cultural third-person effects among U.S., Korean, and Croatian consumers",article,2021
Tensions Between the Split Nation: The Korean War and its Effects,5393,Neutralize or Die: Reshuffling South Korea's Grand Strategy Cards and the Neutralization of South Korea Alone,article,2015
Tensions Between the Split Nation: The Korean War and its Effects,5393,"Embracing Defeat in Seoul: Rethinking Decolonization in Korea, 1945",article,2015
Tensions Between the Split Nation: The Korean War and its Effects,5393,Ending the Korean War: Reconsidering the Importance of Eisenhower's Election,article,2013
Tensions Between the Split Nation: The Korean War and its Effects,5393,"‘Nice Korea, Naughty Korea’: Media framings of North Korea and the inter-Korean relationship in the London 2012 Olympic Games",article,2016
Tensions Between the Split Nation: The Korean War and its Effects,5393,Foreign places as Korean spaces: Representations of national trauma in the South Korean dramas Ireland and Descendants of the Sun,article,2020
Tensions Between the Split Nation: The Korean War and its Effects,5393,"Nation, State and Football: The Korean Case",article,2008
Tensions Between the Split Nation: The Korean War and its Effects,5393,"Reluctant Reconciliation: South Korea's tentative detente with North Korea in the Nixon era, 1969-72",article,2020
Tensions Between the Split Nation: The Korean War and its Effects,5393,Sunshine or thunder? Tension between the Kim and Bush administrations in historical perspective,article,2003
Tensions Between the Split Nation: The Korean War and its Effects,5393,"Maps of Life and Abjection: Reportage, Photography, and Literature in Postwar Seoul",article,2020
Tensions Between the Split Nation: The Korean War and its Effects,5393,The Nomad’s Baggage: Imagining the Nation in a Global World,article,2017
Tensions Between the Split Nation: The Korean War and its Effects,5393,"Atoms for Sale?: Cold War Institution-Building and the South Korean Atomic Energy Project, 1945–1965",article,2010
Tensions Between the Split Nation: The Korean War and its Effects,5393,Korean War,reference_entry,2016
Tensions Between the Split Nation: The Korean War and its Effects,5393,Political activities and anti-communism of Korean Protestant conservatives in the 2000s,article,2017
Tensions Between the Split Nation: The Korean War and its Effects,5393,Ideology Was A Uniform to Be Taken On and Off: An Anti-Communist Prisoner's Survival from Manchuria to Korea to India,article,2020
Tensions Between the Split Nation: The Korean War and its Effects,5393,Early South Korean Modernist Poetry: A Genealogy,article,2020
Tensions Between the Split Nation: The Korean War and its Effects,5393,Human Rights Diffusion in North Korea: The Impact of Transnational Legal Mobilization,article,2018
Tensions Between the Split Nation: The Korean War and its Effects,5393,"Global Cold War Literature: Western, Eastern and Postcolonial Perspectives",book,2012
Tensions Between the Split Nation: The Korean War and its Effects,5393,The paradoxical effect of democratisation on the South Korean education system in the 1980s and early 1990s,article,2018
Tensions Between the Split Nation: The Korean War and its Effects,5393,"Small-Power Diplomacy in Northeast Asia: Mongolian–North Korean Relations During the Cold War, 1948–1989",article,2016
Tensions Between the Split Nation: The Korean War and its Effects,5393,Korean War: Antiwar Dissent,reference_entry,2018
Tensions Between the Split Nation: The Korean War and its Effects,5393,Questioning Authenticity: On the Documentary Film Reclaiming Our Names,article,2019
Tensions Between the Split Nation: The Korean War and its Effects,5393,Analyzing the political survival prospects of Kim Jong-un's North Korean regime through the framework of selectorate theory,article,2018
Tensions Between the Split Nation: The Korean War and its Effects,5393,Writing the Real: Modernism in Korean Literature,article,2018
Tensions Between the Split Nation: The Korean War and its Effects,5393,SOUTH KOREAN FILMS ABOUT THE KOREAN WAR: TO THE STARRY ISLAND AND SPRING IN MY HOMETOWN1,article,2013
Tensions Between the Split Nation: The Korean War and its Effects,5393,"Cold War, the universities and public education: The contexts of J. B. Conant's mission to Australia and New Zealand, 1951",article,2010
Tensions Between the Split Nation: The Korean War and its Effects,5393,Promoting the 'China Way' of communism in Poland and beyond during the Sino-Soviet Split: the case of Kazimierz Mijal,article,2018
Tensions Between the Split Nation: The Korean War and its Effects,5393,Virtual Space and National Division: Crow’s Eye View: The Korean Peninsula at the Venice Architecture Biennale (2014),article,2015
The history of women’s reproductive health and the origin of the Planned Parenthood organization,1325,PLANNED PARENTHOOD PRAISES BIPARTISAN SUPPORT FOR WOMEN'S ACCESS TO REPRODUCTIVE HEALTH CARE ACROSS THE GLOBE,newspaper_article,2018
The history of women’s reproductive health and the origin of the Planned Parenthood organization,1325,"Planned Parenthood Emphasizes Critical Importance of Reproductive Health and Rights, Women's Empowerment and Youth Involvement at Hague Forum",newspaper_article,1999
The history of women’s reproductive health and the origin of the Planned Parenthood organization,1325,PLANNED PARENTHOOD OPENS NEW FACILITY IN MILWAUKEE IN THE FACE OF NATIONAL ATTACKS AGAINST WOMEN'S REPRODUCTIVE HEALTH,newspaper_article,2017
The history of women’s reproductive health and the origin of the Planned Parenthood organization,1325,"Planned Parenthood Emphasizes Critical Importance of Reproductive Health and Rights, Women's Empowerment and Youth Involvement at Hague Forum",newspaper_article,1999
The history of women’s reproductive health and the origin of the Planned Parenthood organization,1325,"Schermer is top Planned Parenthood volunteer; For 20 years, Ellen Schermer helped champion women's reproductive rights and health",newspaper_article,2005
The history of women’s reproductive health and the origin of the Planned Parenthood organization,1325,"ZWICKER, PRIETO, VAINIERI HUTTLE, LAMPITT AND MUOIO MEASURE TO COMMEMORATE 100TH ANNIVERSARY OF PLANNED PARENTHOOD CLEARS GENERAL ASSEMBLY RESOLUTION REAFFIRMS WOMEN'S FUNDAMENTAL RIGHT TO REPRODUCTIVE HEALTH CARE",newspaper_article,2016
The history of women’s reproductive health and the origin of the Planned Parenthood organization,1325,Why reproductive rights are in jeopardy: Cosmo spoke to Planned Parenthood President Cecile Richards about the erosion of women's health care,article,2007
The history of women’s reproductive health and the origin of the Planned Parenthood organization,1325,"Planned Parenthood's new president warns of 'state of emergency' for women's health; Dr Leana Wen, who takes over as president of the US's biggest reproductive healthcare institution this week, says she plans to expand services despite attacks",newspaper_article,2018
The history of women’s reproductive health and the origin of the Planned Parenthood organization,1325,Sexuality Education: Emerging Trends in Evidence and Practice,article,2015
The history of women’s reproductive health and the origin of the Planned Parenthood organization,1325,Planned Parenthood,reference_entry,2018
The history of women’s reproductive health and the origin of the Planned Parenthood organization,1325,The Birth Control Clinic in a Marketplace World,book,2012
The history of women’s reproductive health and the origin of the Planned Parenthood organization,1325,The Origins and Evolution of Family Planning Programs in Developing Countries,book,2002
The history of women’s reproductive health and the origin of the Planned Parenthood organization,1325,A Narrative Engagement Framework to Understand HPV Vaccination Among Latina and Vietnamese Women in a Planned Parenthood Setting,article,2017
The history of women’s reproductive health and the origin of the Planned Parenthood organization,1325,Fertility awareness and attitudes towards parenthood among Danish university college students,article,2016
The history of women’s reproductive health and the origin of the Planned Parenthood organization,1325,Planning a Puerto Rican family in New York: Symbolic violence and reproductive decision-making in the Planned Parenthood film La Sortija de Compromiso (1965),article,2019
The history of women’s reproductive health and the origin of the Planned Parenthood organization,1325,The Special Programme of Research in Human Reproduction: Forty Years of Activities to Achieve Reproductive Health for All,article,2012
The history of women’s reproductive health and the origin of the Planned Parenthood organization,1325,Ensuring Youth's Right to Participation and Promotion of Youth Leadership in the Development of Sexual and Reproductive Health Policies and Programs,article,2015
The history of women’s reproductive health and the origin of the Planned Parenthood organization,1325,"Ensuring Sexual and Reproductive Health for People Living with HIV: An Overview of Key Human Rights, Policy and Health Systems Issues",article,2007
The history of women’s reproductive health and the origin of the Planned Parenthood organization,1325,"Pathways to Parenthood in Social and Family Contexts: Decade in Review, 2020",article,2020
The history of women’s reproductive health and the origin of the Planned Parenthood organization,1325,Abortion as empowerment: reproductive rights activism in a legally restricted context,article,2017
The history of women’s reproductive health and the origin of the Planned Parenthood organization,1325,"Voluntary, Human Rights-Based Family Planning: A Conceptual Framework",article,2014
The history of women’s reproductive health and the origin of the Planned Parenthood organization,1325,"Sexual and reproductive health and rights in Latin America: an analysis of trends, commitments and achievements",article,2011
The history of women’s reproductive health and the origin of the Planned Parenthood organization,1325,Universal health coverage: necessary but not sufficient,article,2013
The history of women’s reproductive health and the origin of the Planned Parenthood organization,1325,"Pathways to Parenthood in Social and Family Contexts: Decade in Review, 2020",article,2020
The history of women’s reproductive health and the origin of the Planned Parenthood organization,1325,Do the status and empowerment of mothers predict their daughters' reproductive outcomes?,article,2017
The history of women’s reproductive health and the origin of the Planned Parenthood organization,1325,Development of Contextually-relevant Sexuality Education: Lessons from a Comprehensive Review of Adolescent Sexuality Education Across Cultures,article,2019
The history of women’s reproductive health and the origin of the Planned Parenthood organization,1325,Paths to Parenthood Among Self-Identified Bisexual Individuals in the United States,article,2018
The history of women’s reproductive health and the origin of the Planned Parenthood organization,1325,Understanding the meaning of youth sexual and reproductive well-being in Fiji,article,2018
The history of women’s reproductive health and the origin of the Planned Parenthood organization,1325,The legal and non-legal barriers to abortion access in Australia: a review of the evidence,article,2017
The history of women’s reproductive health and the origin of the Planned Parenthood organization,1325,Opportunities for Action: Addressing Latina Sexual and Reproductive Health,article,2005
The history of women’s reproductive health and the origin of the Planned Parenthood organization,1325,Decreased Sperm Motility Retarded ICSI Fertilization Rate in Severe Oligozoospermia but Good-Quality Embryo Transfer Had Achieved the Prospective Clinical Outcomes,article,2016
The history of women’s reproductive health and the origin of the Planned Parenthood organization,1325,Beyond Choice: Reproductive Freedom In The 21st Century,book,2005
The history of women’s reproductive health and the origin of the Planned Parenthood organization,1325,Planned Parenthood,reference_entry,2007
The history of women’s reproductive health and the origin of the Planned Parenthood organization,1325,Our future: a Lancet commission on adolescent health and wellbeing,article,2016
The history of women’s reproductive health and the origin of the Planned Parenthood organization,1325,Origins of the FIGO initiative to reduce the burden of unsafe abortion,article,2014
The history of women’s reproductive health and the origin of the Planned Parenthood organization,1325,Factors Associated with Sexual and Reproductive Health Care by Mexican Immigrant Women in New York City: A Mixed Method Study,article,2012
The history of women’s reproductive health and the origin of the Planned Parenthood organization,1325,"When Do Laws Matter? National Minimum-Age-of-Marriage Laws, Child Rights, and Adolescent Fertility, 1989-2007",article,2013
The history of women’s reproductive health and the origin of the Planned Parenthood organization,1325,A feminist exploration of 'populationism': engaging contemporary forms of population control,article,2020
The history of women’s reproductive health and the origin of the Planned Parenthood organization,1325,Women and Health: the key for sustainable development,article,2015
The history of women’s reproductive health and the origin of the Planned Parenthood organization,1325,Experiences of women who travel to England for abortions: an exploratory pilot study,article,2016
The history of women’s reproductive health and the origin of the Planned Parenthood organization,1325,"Why Parenthood, and Why Now? Gay Men's Motivations for Pursuing Parenthood",article,2012
The history of women’s reproductive health and the origin of the Planned Parenthood organization,1325,“I am Your Mother and Your Father!” In Vitro Derived Gametes and the Ethics of Solo Reproduction,article,2016
The history of women’s reproductive health and the origin of the Planned Parenthood organization,1325,Changes in the Prevalence of Induced Abortion in the Floating Population in Major Cities of China 2007-2014,article,2019
The history of women’s reproductive health and the origin of the Planned Parenthood organization,1325,The Communicative Relationship between the Socioeconomically Disadvantaged Stakeholders and the Reproductive Healthcare Nonprofit Organization,article,2021
The history of women’s reproductive health and the origin of the Planned Parenthood organization,1325,No right time: the significance of reproductive timing for younger and older mothers' moralities,article,2013
The history of women’s reproductive health and the origin of the Planned Parenthood organization,1325,Sexual Health: A Reference Handbook,book,2009
The history of women’s reproductive health and the origin of the Planned Parenthood organization,1325,Marching Toward Reproductive Justice: Coalitional (Re) Framing of the March for Women's Lives,article,2010
The history of women’s reproductive health and the origin of the Planned Parenthood organization,1325,A review of abortion laws in Western-European countries. A cross-national comparison of legal developments between 1960 and 2010,article,2014
The history of women’s reproductive health and the origin of the Planned Parenthood organization,1325,Abjection and mourning in the struggle over fetal remains,article,2020
The history of women’s reproductive health and the origin of the Planned Parenthood organization,1325,Conscientious Affirmations: A Response to Conscientious Objections to Abortion,article,2018
Income Inequality and Its Effects on Children’s Education and Future,52515,The Effect of Family Income on Children's Education: Some Findings on Inequality of Opportunity,article,1969
Income Inequality and Its Effects on Children’s Education and Future,52515,Confronting inequality : how policies and practices shape children's opportunities,pbook,2020
Income Inequality and Its Effects on Children’s Education and Future,52515,Confronting inequality: How policies and practices shape children's opportunities,book,2020
Income Inequality and Its Effects on Children’s Education and Future,52515,"Whither opportunity? : rising inequality, schools, and children's life chances",pbook,2011
Income Inequality and Its Effects on Children’s Education and Future,52515,Mobility and inequality : frontiers of research from sociology and economics,pbook,2006
Income Inequality and Its Effects on Children’s Education and Future,52515,Child poverty and inequality : securing a better future for America's children,pbook,2009
Income Inequality and Its Effects on Children’s Education and Future,52515,A Roadmap to Reducing Child Poverty,book,2019
Income Inequality and Its Effects on Children’s Education and Future,52515,Confronting Inequality: How Policies and Practices Shape Children's Opportunities,book,2020
Income Inequality and Its Effects on Children’s Education and Future,52515,The Killing Fields of Inequality.,book,2014
Income Inequality and Its Effects on Children’s Education and Future,52515,‘Neighbourhood effects’ on children's educational achievement in Chile: The effects of inequality and polarization,article,2017
Income Inequality and Its Effects on Children’s Education and Future,52515,The effects of public health policies on health inequalities in high-income countries: an umbrella review,article,2018
Income Inequality and Its Effects on Children’s Education and Future,52515,"Whither opportunity? : rising inequality, schools, and children's life chances",book,2011
Income Inequality and Its Effects on Children’s Education and Future,52515,"The Segregation of Opportunity: Social and Financial Resources in the Educational Contexts of Lower- and Higher-Income Children, 1990-2014",article,2019
Income Inequality and Its Effects on Children’s Education and Future,52515,Changes in Socioeconomic Inequality in Indonesian Children's Cognitive Function from 2000 to 2007: A Decomposition Analysis,article,2013
Income Inequality and Its Effects on Children’s Education and Future,52515,Income Is Not Enough: Incorporating Material Hardship Into Models of Income Associations With Parenting and Child Development,article,2007
Income Inequality and Its Effects on Children’s Education and Future,52515,Increasing Inequality in Parent Incomes and Children's Schooling,article,2017
Income Inequality and Its Effects on Children’s Education and Future,52515,Inequality in Children's Contexts: Income Segregation of Households with and without Children,article,2016
Income Inequality and Its Effects on Children’s Education and Future,52515,Racial Inequality in Education in Brazil: A Twins Fixed-Effects Approach,article,2016
Income Inequality and Its Effects on Children’s Education and Future,52515,Increasing the Complexity of Young Adolescents’ Beliefs About Poverty and Inequality: Results of an 8th Grade Social Studies Curriculum Intervention,article,2011
Income Inequality and Its Effects on Children’s Education and Future,52515,Income Inequality and Class Divides in Parental Investments,article,2018
Income Inequality and Its Effects on Children’s Education and Future,52515,Can Increased Educational Attainment Among Lower-Educated Mothers Reduce Inequalities in Children's Skill Development?,article,2018
Income Inequality and Its Effects on Children’s Education and Future,52515,"Intergenerational Transmission of Poverty and Inequality: Parental Resources and Schooling Attainment and Children’s Human Capital in Ethiopia, India, Peru, and Vietnam",article,2017
Income Inequality and Its Effects on Children’s Education and Future,52515,Income inequality and social gradients in children’s height: a comparison of cohort studies from five high-income countries,article,2019
Income Inequality and Its Effects on Children’s Education and Future,52515,"Effects of Resources, Inequality, and Privilege Bias on Achievement: Country, School, and Student Level Analyses",article,2005
Income Inequality and Its Effects on Children’s Education and Future,52515,Measuring inequality of opportunities in Latin America and the Caribbean,book,2009
Income Inequality and Its Effects on Children’s Education and Future,52515,Income-related children's health inequality and health achievement in China,article,2014
Income Inequality and Its Effects on Children’s Education and Future,52515,Children Use Wealth Cues to Evaluate Others,article,2016
Income Inequality and Its Effects on Children’s Education and Future,52515,Do families have moderating or mediating effects on early health inequalities? A scoping review,article,2021
Income Inequality and Its Effects on Children’s Education and Future,52515,The effect of education on criminal convictions and incarceration: Causal evidence from micro-data,article,2015
Income Inequality and Its Effects on Children’s Education and Future,52515,Explaining changes in child health inequality in the run up to the 2015 Millennium Development Goals (MDGs): The case of Zambia,article,2017
Income Inequality and Its Effects on Children’s Education and Future,52515,Environmental Inequality in Exposures to Airborne Particulate Matter Components in the United States,article,2012
Income Inequality and Its Effects on Children’s Education and Future,52515,Financing Children's Futures: Economic Strategies for Postsecondary Education Among Middle-Income Families,article,2017
Income Inequality and Its Effects on Children’s Education and Future,52515,Measuring the Level and Inequality of Wealth: An Application to China,article,2014
Income Inequality and Its Effects on Children’s Education and Future,52515,The Kids are All Right? Income Inequality and Civic Engagement among Our Nation’s Youth,article,2016
Income Inequality and Its Effects on Children’s Education and Future,52515,Child Development 2 Strategies for reducing inequalities and improving developmental outcomes for young children in low-income and middle-income countries,article,2011
Income Inequality and Its Effects on Children’s Education and Future,52515,Inequalities in Demand and Access to Early Childhood Education in India,article,2019
Income Inequality and Its Effects on Children’s Education and Future,52515,Can Early Childhood Interventions Decrease Inequality of Economic Opportunity?,article,2016
Income Inequality and Its Effects on Children’s Education and Future,52515,Social inequality and children's health in Africa: a cross sectional study,article,2016
Income Inequality and Its Effects on Children’s Education and Future,52515,"Family inequality: Diverging patterns in marriage, cohabitation, and childbearing",article,2016
Income Inequality and Its Effects on Children’s Education and Future,52515,Income Segregation between School Districts and Inequality in Students' Achievement,article,2018
Income Inequality and Its Effects on Children’s Education and Future,52515,Passing by the Girls? Remittance Allocation for Educational Expenditures and Social Inequality in Nepal's Households 2003-2004,article,2012
Income Inequality and Its Effects on Children’s Education and Future,52515,"Profiles of children's social–emotional health at school entry and associated income, gender and language inequalities: a cross-sectional population-based study in British Columbia, Canada",article,2017
Income Inequality and Its Effects on Children’s Education and Future,52515,Inequality in Black and White High School Students’ Perceptions of School Support: An Examination of Race in Context,article,2016
Income Inequality and Its Effects on Children’s Education and Future,52515,"Socioeconomic, sex and area related inequalities in childhood stunting in Mauritania: Evidence from the Mauritania Multiple Indicator Cluster Surveys (2007-2015)",article,2021
Income Inequality and Its Effects on Children’s Education and Future,52515,Lead exposure and academic achievement: evidence from childhood lead poisoning prevention efforts,article,2018
Income Inequality and Its Effects on Children’s Education and Future,52515,Human capital growth and poverty: Evidence from Ethiopia and Peru,article,2017
Income Inequality and Its Effects on Children’s Education and Future,52515,The U‐Shape of Income Inequality over the 20th Century: The Role of Education,article,2021
Income Inequality and Its Effects on Children’s Education and Future,52515,Education Inequality: Broadening Public Attitudes through Framing,article,2016
Income Inequality and Its Effects on Children’s Education and Future,52515,Understanding Economic Inequality Through the Lens of Caste,article,2018
Income Inequality and Its Effects on Children’s Education and Future,52515,"Social stratification : class, race, and gender in sociological perspective",pbook,2014
The European Invasion into Native America,71707,Foreseeing reed invasions: European genotypes of common reed (Phragmites australis) grow equally well in China as in their native environment and show similar performance as native Chinese genotypes,article,2021
The European Invasion into Native America,71707,Ethnic cleansing and the Indian : the crime that should haunt America,pbook,2014
The European Invasion into Native America,71707,Predicting current and future biological invasions: both native and invaded ranges matter,article,2008
The European Invasion into Native America,71707,Where do they come from and where do they go? European natural habitats as donors of invasive alien plants globally,article,2013
The European Invasion into Native America,71707,Molecular data provide strong evidence of natural hybridization between native and introduced lineages of Phragmites australis in North America,article,2010
The European Invasion into Native America,71707,Genomic admixture increases fitness during a biological invasion,article,2010
The European Invasion into Native America,71707,"American beginnings : exploration, culture, and cartography in the land of Norumbega",pbook,1994
The European Invasion into Native America,71707,France and England in North America,pbook,1983
The European Invasion into Native America,71707,"Naturalization of central European plants in North America: species traits, habitats, propagule pressure, residence time",article,2015
The European Invasion into Native America,71707,Storey's illustrated guide to 96 horse breeds of North America,pbook,2005
The European Invasion into Native America,71707,Contrasting mitochondrial diversity of European starlings (Sturnus vulgaris) across three invasive continental distributions,article,2020
The European Invasion into Native America,71707,Biogeography of a plant invasion: genetic variation and plasticity in latitudinal clines for traits related to herbivory,article,2017
The European Invasion into Native America,71707,Women in ancient America,pbook,2014
The European Invasion into Native America,71707,Alien plant invasions in European woodlands,article,2017
The European Invasion into Native America,71707,The global invasion success of Central European plants is related to distribution characteristics in their native range and species traits,article,2009
The European Invasion into Native America,71707,The seeds of invasion: enhanced germination in invasive European populations of black locust (Robinia pseudoacacia L.) compared to native American populations,article,2021
The European Invasion into Native America,71707,"From Chicaza to Chickasaw: The European Invasion and the Transformation of the Mississippian World, 1540-1715",book,2010
The European Invasion into Native America,71707,Native American literature : a very short introduction,pbook,2018
The European Invasion into Native America,71707,"The invasion of America : Indians, colonialism, and the cant of conquest",pbook,1976
The European Invasion into Native America,71707,Biotic Resistance to Invasion: Native Predator Limits Abundance and Distribution of an Introduced Crab,article,2005
The European Invasion into Native America,71707,European frogbit (Hydrocharis morsus-ranae) invasion facilitated by non-native cattails (Typha) in the Laurentian Great Lakes,article,2019
The European Invasion into Native America,71707,Biogeography of a plant invasion: plant-herbivore interactions,article,2015
The European Invasion into Native America,71707,Invasive alien predator causes rapid declines of native European ladybirds,article,2012
The European Invasion into Native America,71707,Novel Weapons: Invasive Plant Suppresses Fungal Mutualists in America but Not in Its Native Europe,article,2008
The European Invasion into Native America,71707,America Before the European Invasions,book,2014
The European Invasion into Native America,71707,Invasion ratcheting in the zebra mussel (Dreissena polymorpha) and the ability of native and invaded ranges to predict its global distribution,article,2013
The European Invasion into Native America,71707,Multi-trophic native and non-native prey naivete shape marine invasion success,article,2019
The European Invasion into Native America,71707,Warming shifts 'worming': effects of experimental warming on invasive earthworms in northern North America,article,2014
The European Invasion into Native America,71707,Do alien North American mink compete for resources with native South American river otter in Argentinean Patagonia?,article,2009
The European Invasion into Native America,71707,"Contrasting patterns in the invasions of European terrestrial and freshwater habitats by alien plants, insects and vertebrates",article,2010
The European Invasion into Native America,71707,Preadaptation and post‐introduction evolution facilitate the invasion of Phragmites australis in North America,article,2014
The European Invasion into Native America,71707,Invasion of European pine stands by a North American forest pathogen and its hybridization with a native interfertile taxon,article,2007
The European Invasion into Native America,71707,Alien plant invasion hotspots and invasion debt in European woodlands,article,2021
The European Invasion into Native America,71707,Global thermal niche models of two European grasses show high invasion risks in Antarctica,article,2017
