paper_number,paper_title,bib_citation,source_title,searchit_yes_no,searchit_format
93,Radio Communication Efforts in World War II,"Crisell, Andrew,. An Introductory History of British Broadcasting. Google Books, 2010. https://books.google.com/books?hl=en&lr=&id=KwzYIYCE4jsC&oi=fnd&pg=PR8&dq= history+of+radio+broadcasting&ots=2-9VsvLhwf&sig=8f_u9x- DSOc0PRDT0ScaRq7ioXo#v=onepage&q&f=false. 296-297.",An Introductory History of British Broadcasting,Yes,Ebook
93,Radio Communication Efforts in World War II,"Forster, E. M., Lago, Mary, Hughes, Linda K, and Walls, Elizabeth MacLeod. The BBC Talks of E.M. Forster, 1929-1960 : a Selected Edition. Columbia: University of Missouri Press, 2008. 202-205","The BBC Talks of E.M. Forster, 1929-1960 : a Selected Edition",Yes,Print Book
93,Radio Communication Efforts in World War II,"Keene, Judith. Treason on the Airwaves: Three Allied Broadcasters on Axis Radio during World War II. Santa Barbara: ABC-CLIO, LLC, 2008. 11-78",Treason on the Airwaves: Three Allied Broadcasters on Axis Radio during World War II,Yes,Print Book
93,Radio Communication Efforts in World War II,"Krug, Nora. ""New in Paperback; A Moving Account of Daily Life in England After World War II."" The Washington Post, Mar 25, 2009, https://ntserver1.wsulibs.wsu.edu:2152/docview/410275409?accountid=14902 (accessed November 20, 2020).",New in Paperback; A Moving Account of Daily Life in England After World War II,Yes,Newspaper
93,Radio Communication Efforts in World War II,"Neigh, Janet. ""The Transnational Frequency of Radio Connectivity in Langston Hughes's 1940s Poetics."" Modernism/modernity 20, no. 2 (2013): 265-285. doi:10.1353/mod.2013.0046",The Transnational Frequency of Radio Connectivity in Langston Hughes's 1940s Poetics,Yes,Article
93,Radio Communication Efforts in World War II,"Plock, Vike Martina. ""Erika Mann, the BBC German Service, and Foreign-Language Broadcasting during WWII."" Modernism/modernity 27, no. 1 (2020): 103- 123. doi:10.1353/mod.2020.0004.","Erika Mann, the BBC German Service, and Foreign-Language Broadcasting during WWII",Yes,Article
97,Plant-breeding in the British Empire,"Boyes, D. ""PLANT BREEDING AT THE CAMBRIDGE HORTICULTURAL RESEARCH STATION."" The H.E.A. Year Book 1 (1932): 27-36. Accessed December 17, 2020",PLANT BREEDING AT THE CAMBRIDGE HORTICULTURAL RESEARCH STATION,Yes,Article
97,Plant-breeding in the British Empire,"Kingsbury, Noel. 2009. Hybrid : The History and Science of Plant Breeding. Chicago: University of Chicago Press. Accessed September 11, ",Hybrid : The History and Science of Plant Breeding,Yes,Print Book
97,Plant-breeding in the British Empire,"Palladino, Paolo. ""Science, Technology, and the Economy: Plant Breeding in Great Britain, 1920-1970."" The Economic History Review, New Series, 49, no. 1 (1996): 116-36. Accessed September 17, 2020","Science, Technology, and the Economy: Plant Breeding in Great Britain, 1920-1970",Yes,Article
97,Plant-breeding in the British Empire,"Tauger, Mark B.. Agriculture in World History. London: Taylor & Francis Group, 2010. Accessed September 17, 2020. ProQuest Ebook Central.",Agriculture in World History,Yes,Ebook
99,"Causes, Effects, and Impacts of the Great Leap Forward in China’s Economy Today","Bryson, Alex. “The Chinese Economy: Introduction.” National Institute Economic Review 223 (2013): R1-R3. JSTOR. https://www.jstor.org/stable/43574426?seq=1#metadata_info_tab_contents ",The Chinese Economy: Introduction,Yes,Article
99,"Causes, Effects, and Impacts of the Great Leap Forward in China’s Economy Today","Chao, Kang. “Economic Aftermath of the Great Leap in Communist China.” Asian Survey Vol. 4 No. 5 (1964): 851-858. JSTOR. https://www.jstor.org/stable/3023479?seq=1:///C:/Users/Rachel%20Hanson/Downloads/5d2cb2c20555a.pdf ",Economic Aftermath of the Great Leap in Communist China,Yes,Article
99,"Causes, Effects, and Impacts of the Great Leap Forward in China’s Economy Today","Glahn, Richard von. The Economic History of China: From Antiquity to the Nineteenth Century. Cambridge University Press, 2016. https://doi.org/10.1017/CBO9781139343848 ",The Economic History of China: From Antiquity to the Nineteenth Century,Yes,Print Book
99,"Causes, Effects, and Impacts of the Great Leap Forward in China’s Economy Today","Hu, An’gang. The Political and Economic History of China (1949-1976), Volume 3. Singapore: Enrich Professional Publishing, 2014. ProQuest. https://ntserver1.wsulibs.wsu.edu:2171/lib/wsu/detail.action?docID=3238224&pq-origsite=primo ","The Political and Economic History of China (1949-1976), Volume 3",Yes,Ebook
99,"Causes, Effects, and Impacts of the Great Leap Forward in China’s Economy Today","Jung, Hsiung-Shen, and Jui-Lung Chen. “Causes, Consequences, and Impact of the Great Leap Forward in China.” Asian Culture and History Vol. 11 No. 2 (2019). https://doi.org/10.5539/ach.v11n2p58 ","Causes, Consequences, and Impact of the Great Leap Forward in China",Yes,Article
99,"Causes, Effects, and Impacts of the Great Leap Forward in China’s Economy Today","Xincheng, Liu. “The Global View of History in China.” World History Association 23 (2012): 491-511. JSTOR. https://www.jstor.org/stable/23320185?seq=1",The Global View of History in China,Yes,Article
103,The Perpetually Negative Portrayal of Black Women in America’s Past and Present,"Collins, Patricia Hill. Black Feminist Thought: Knowledge, Consciousness, and the Politics of Empowerment. New York: Routledge, 2009.","Black Feminist Thought: Knowledge, Consciousness, and the Politics of Empowerment",Yes,Print Book
103,The Perpetually Negative Portrayal of Black Women in America’s Past and Present,"Harris-Perry, Melissa V. Sister Citizen Shame, Stereotypes, and Black Women in America. New Haven: Yale University Press, 2014.","Sister Citizen Shame, Stereotypes, and Black Women in America",Yes,Print Book
103,The Perpetually Negative Portrayal of Black Women in America’s Past and Present,"King, Wilma. “‘Prematurely Knowing Of Evil Things’: The Sexual Abuse Of African American Girls And Young Women In Slavery And Freedom.” The Journal of African American History 99, no. 3 (2014): 173-96. https://doi.org/10.5323/jafriamerhist.99.3.0173.",Prematurely Knowing Of Evil Things’: The Sexual Abuse Of African American Girls And Young Women In Slavery And Freedom,Yes,Article
103,The Perpetually Negative Portrayal of Black Women in America’s Past and Present,"Prather, Cynthia, Taleria R. Fuller, William L. Jeffries, Khiya J. Marshall, A. Vyann Howell, Angela Belyue-Umole, and Winifred King. “Racism, African American Women, and Their Sexual and Reproductive Health: A Review of Historical and Contemporary Evidence and Implications for Health Equity.” Health Equity 2, no. 1 (September 22, 2018): 249–59. https://doi.org/10.1089/heq.2017.0045.","Racism, African American Women, and Their Sexual and Reproductive Health: A Review of Historical and Contemporary Evidence and Implications for Health Equity",Yes,Article
103,The Perpetually Negative Portrayal of Black Women in America’s Past and Present,Ain't I a woman: Black women and feminism. London: Routledge.,Black women and feminism,Yes,Print Book
105,Sexual Revolution: The History of Contraceptive Use in Britain and the United States,"Cook, Hera. The Long Sexual Revolution: English Women, Sex, and Contraception, 1800-1975. Oxford: Oxford University Press, Incorporated. Accessed December 16, 2020. ProQuest Ebook Central. 2004.","The Long Sexual Revolution: English Women, Sex, and Contraception, 1800-1975",Yes,Ebook
105,Sexual Revolution: The History of Contraceptive Use in Britain and the United States,"Geiringer, David. Catholic Understandings of Female Sexuality in 1960s Britain. 20th Century British History 28, no. 2 (2017): 209–38. https://doi.org/10.1093/tcbh/hww051.",Catholic Understandings of Female Sexuality in 1960s Britain,Yes,Article
105,Sexual Revolution: The History of Contraceptive Use in Britain and the United States,"May, Elaine Tyler. America and the Pill: A history of Promise, Peril, and Liberation. New York: Basic Books, 2010.","America and the Pill: A history of Promise, Peril, and Liberation",Yes,Print Book
105,Sexual Revolution: The History of Contraceptive Use in Britain and the United States,"Mundt, Ingrid. Margaret Sanger, Taking a Stand for Birth Control. The History Teacher (Long Beach, Calif.) 51, no. 1 (2017): 123–61.",Taking a Stand for Birth Control,Yes,Article
107,The Doomed Crown: The People of France vs Marie Antoinette,"BYRNE, ANNE. ""The Lit De Justice of November 1774."" In Death and the Crown: Ritual and Politics in France before the Revolution, 88-125. Manchester: Manchester University Press, 2020. Accessed December 10, 2020. doi:10.2307/j.ctvv417wg.9.","The Lit De Justice of November 1774."" In Death and the Crown: Ritual and Politics in France before the Revolution, 88-125",Yes,Print Book
107,The Doomed Crown: The People of France vs Marie Antoinette,"Popkin, Jeremy. ""Pamphlet Journalism at the End of the Old Regime."" Eighteenth-Century Studies 22, no. 3 (1989): 351-67. Accessed December 14, 2020. doi:10.2307/2738892.",Pamphlet Journalism at the End of the Old Regime,Yes,Article
107,The Doomed Crown: The People of France vs Marie Antoinette,"Gruder, V. R. “The Question of Marie-Antoinette: The Queen and Public Opinion before the Revolution.” French History 16, no. 3 (2002): 269–98. https://doi.org/10.1093/fh/16.3.269.",The Question of Marie-Antoinette: The Queen and Public Opinion before the Revolution,Yes,Article
107,The Doomed Crown: The People of France vs Marie Antoinette,"Cole, John R., Gouges, Olympe de, and Canadian Electronic Library. Between the Queen and the Cabby Olympe de Gouges's Rights of Woman. Montréal [Que.]: McGill-Queen's University Press, 2011.",Between the Queen and the Cabby Olympe de Gouges's Rights of Woman,Yes,Print Book
109,The Issues regarding Human and Children Sex Trafficking in the United States,"Peters, Alicia W. Responding to Human Trafficking. Responding to Human Trafficking Philadelphia: University of Pennsylvania Press, Inc, 2015. https://searchit.libraries.wsu.edu/permalink/f/1jnr272/TN_cdi_askewsholts_vlebooks_97808122 91612",Responding to Human Trafficking. Responding to Human Trafficking,Yes,Ebook
109,The Issues regarding Human and Children Sex Trafficking in the United States,"Todres, Jonathan. “A Human Rights Approach to Preventing Child Sex Trafficking.” In Child Slavery Now, 133. Policy Press, 2010. https://searchit.libraries.wsu.edu/permalink/f/1jnr272/TN_cdi_jstor_books_j_ctt9qgxmk_14",A Human Rights Approach to Preventing Child Sex Trafficking,Yes,Ebook Chapter
109,The Issues regarding Human and Children Sex Trafficking in the United States,"Barberán Reinares, Laura. Sex Trafficking in Postcolonial Literature : Transnational Narratives from Joyce to Bolaño. New York: Routledge, 2014. https://searchit.libraries.wsu.edu/permalink/f/1j6uprt/CP51250705410001451",Sex Trafficking in Postcolonial Literature : Transnational Narratives from Joyce to Bolaño,Yes,Ebook
109,The Issues regarding Human and Children Sex Trafficking in the United States,"Bonilla, Tabitha, and Mo, Cecilia Hyunjung. “The Evolution of Human Trafficking Messaging in the United States and Its Effect on Public Opinion.” Journal of Public Policy 39, no. 2 (2019): 201–34.https://searchit.libraries.wsu.edu/permalink/f/1jnr272/TN_cdi_crossref_primary_10_1017_S014 3814X18000107",The Evolution of Human Trafficking Messaging in the United States and Its Effect on Public Opinion,Yes,Article
109,The Issues regarding Human and Children Sex Trafficking in the United States,"Efrat, Asif. “Global Efforts Against Human Trafficking: The Misguided Conflation of Sex, Labor, and Organ Trafficking.” International Studies Perspectives, 2015, n/a. https://searchit.libraries.wsu.edu/permalink/f/1jnr272/TN_cdi_crossref_primary_10_1111_insp_ 12097","Global Efforts Against Human Trafficking: The Misguided Conflation of Sex, Labor, and Organ Trafficking",Yes,Article
109,The Issues regarding Human and Children Sex Trafficking in the United States,"Papanicolaou, Georgios. “The Sex Industry, Human Trafficking and the Global Prohibition Regime: a Cautionary Tale from Greece.” Trends in Organized Crime 11, no. 4 (2008): 379–409. https://searchit.libraries.wsu.edu/permalink/f/1jnr272/TN_cdi_proquest_journals_193903134.","The Sex Industry, Human Trafficking and the Global Prohibition Regime: a Cautionary Tale from Greece",Yes,Article
109,The Issues regarding Human and Children Sex Trafficking in the United States,"Oastler, Richard. A Letter on the Horrors of White Slavery. Leeds: Sold by J. Smithson, 1830. https://searchit.libraries.wsu.edu/permalink/f/1j6uprt/CP71200995570001451.",A Letter on the Horrors of White Slavery,Yes,Ebook
109,The Issues regarding Human and Children Sex Trafficking in the United States,"Quirk, Joel. The Anti-Slavery Project : From the Slave Trade to Human Trafficking. Philadelphia: University of Pennsylvania Press, 2011. https://searchit.libraries.wsu.edu/permalink/f/1j6uprt/CP71186893260001451",The Anti-Slavery Project : From the Slave Trade to Human Trafficking,Yes,Ebook
111,The Ethnic Cleansing of the Spanish Moriscos,"Cook, Karoline P. Forbidden Passages: Muslims and Moriscos in Colonial Spanish America. Philadelphia: University of Pennsylvania Press, 2016. https://ntserver1.wsulibs.wsu.edu:2171/lib/wsu/reader.action?docID=4540269.",Forbidden Passages: Muslims and Moriscos in Colonial Spanish America,Yes,Ebook
111,The Ethnic Cleansing of the Spanish Moriscos,"Lea, Henry C. The Moriscos of Spain: Their Conversion and Expulsion. 1901.",The Moriscos of Spain: Their Conversion and Expulsion,Yes,Print Book
111,The Ethnic Cleansing of the Spanish Moriscos,"Dennis, Brad. ""Armenians and the Cleansing of Muslims 1878–1915: Influences from the Balkans."" Journal of Muslim Minority Affairs 39, no. 3 (2019), 411-431. doi:10.1080/13602004.2019.1654186.",Armenians and the Cleansing of Muslims 1878–1915: Influences from the Balkans,Yes,Article
111,The Ethnic Cleansing of the Spanish Moriscos,"Despot, Igor. ""The Balkan Wars: An Expected Opportunity for Ethnic Cleansing."" Journal of Muslim Minority Affairs 39, no. 3 (2019), 343-355. doi:10.1080/13602004.2019.1652410.",The Balkan Wars: An Expected Opportunity for Ethnic Cleansing,Yes,Article
115,Colonial Medicine: India and the Philippines,"Anderson, Warwick. Colonial pathologies: American tropical medicine, race, and hygiene in the Philippines. Durham: Duke University Press, 2006. https://searchit.libraries.wsu. edu/ permalink/f/1j6uprt/CP71178668550001451","Colonial pathologies: American tropical medicine, race, and hygiene in the Philippines",Yes,Ebook
115,Colonial Medicine: India and the Philippines,"Bhattacharya, Nandini. Contagion and Enclaves. Contagion and Enclaves Vol. 10. Liverpool: Liverpool University Press, 2012. https://searchit.libraries.wsu.edu/permalink/f/1jnr 272/TN_ cdi_askewsholts_vlebooks_9781846317835",Contagion and Enclaves,Yes,Ebook
115,Colonial Medicine: India and the Philippines,"Goodman, Sam. “Unpalatable Truths: Food and Drink as Medicine in Colonial British India.” Journal of the History of Medicine and Allied Sciences 73, no. 2 (2018): 205–22. https://doi.org/ 10.1093/jhmas/jry011.",Unpalatable Truths: Food and Drink as Medicine in Colonial British India,Yes,Article
115,Colonial Medicine: India and the Philippines,"Kiple, Kenneth. “Agents of Apocalypse.” Ethnohistory 43, no. 4 (1996): 733–35. https://www.jstor.org/stable/483257",Agents of Apocalypse,Yes,Review
117,The Historical Roots of Humans in their Environment relating to Human Trafficking in the United States,"Chisholm-Straker, Makini, and Stoklosa, Hanni. Human Trafficking Is a Public Health Issue : a Paradigm Expansion in the United States. Cham, Switzerland: Springer, 2017.",Human Trafficking Is a Public Health Issue : a Paradigm Expansion in the United States,Yes,Print Book
117,The Historical Roots of Humans in their Environment relating to Human Trafficking in the United States,"United States. 2010. In our own backyard: child prostitution and sex trafficking in the United States : hearing before the Subcommittee on Human Rights and the Law of the Committee on the Judiciary, United States Senate, One Hundred Eleventh Congress, second session, February 24, 2010. Washington: U.S. G.P.O.","In our own backyard: child prostitution and sex trafficking in the United States : hearing before the Subcommittee on Human Rights and the Law of the Committee on the Judiciary, United States Senate, One Hundred Eleventh Congress, second session, February 24, 2010",Yes,Ebook
117,The Historical Roots of Humans in their Environment relating to Human Trafficking in the United States,"United States. President's Interagency Task Force to Monitor Combat Trafficking in Persons, author. Federal Strategic Action Plan on Services for Victims of Human Trafficking in the United States. Washington, D.C.: Department of State. Bureau of Public Affairs, 2013.",President's Interagency Task Force to Monitor Combat Trafficking in Persons,Yes,Journal
117,The Historical Roots of Humans in their Environment relating to Human Trafficking in the United States,United States. 2009. Human trafficking into and within the United States: a review of the literature. https://purl.fdlp.gov/GPO/gpo93175.,Human trafficking into and within the United States: a review of the literature,Yes,Ebook
117,The Historical Roots of Humans in their Environment relating to Human Trafficking in the United States,"United States. 2012. The next ten years in the fight against human trafficking: attacking the problem with the right tools : hearing before the Committee on Foreign Relations, United States Senate, One Hundred Twelfth Congress, second session, July 17, 2012. Washington: U.S. G.P.O.","The next ten years in the fight against human trafficking: attacking the problem with the right tools : hearing before the Committee on Foreign Relations, United States Senate, One Hundred Twelfth Congress, second session, July 17, 2012",Yes,Ebook
117,The Historical Roots of Humans in their Environment relating to Human Trafficking in the United States,"Bell, Ernest A., Todd A. Herring Collection, and Cairns Collection of American Women Writers. Fighting the Traffic in Young Girls, or, War on the White Slave Trade : a Complete and Detailed Account of the Shameless Traffic in Young Girls [publisher not identified], 1910.","Fighting the Traffic in Young Girls, or, War on the White Slave Trade : a Complete and Detailed Account of the Shameless Traffic in Young Girls",Yes,Print Book
117,The Historical Roots of Humans in their Environment relating to Human Trafficking in the United States,US department of Health and Services. Human trafficking into and within the United States: a review of the Literature. PDF. https://aspe.hhs.gov/system/files/pdf/75891/index.pdf,Human trafficking into and within the United States: a review of the Literature,Yes,Ebook
119,Human Trafficking in the U.S. and Britain,"Ditmore, Melissa Hope. Prostitution and Sex Work. Prostitution and Sex Work. Westport: ABC-CLIO, LLC, 2010.",Prostitution and Sex Work,Yes,Ebook
119,Human Trafficking in the U.S. and Britain,"Quirk, Joel. The Anti-Slavery Project: From the Slave Trade to Human Trafficking. Philadelphia: University of Pennsylvania Press, 2011.",The Anti-Slavery Project: From the Slave Trade to Human Trafficking,Yes,Print Book
119,Human Trafficking in the U.S. and Britain,"Sparks, Randy J. “On the Frontlines of Slave Trade Abolition: British Consuls Combat State Capture in Cuba and Mozambique.” Atlantic Studies 17 (3) (2020): 327–347.",On the Frontlines of Slave Trade Abolition: British Consuls Combat State Capture in Cuba and Mozambique,Yes,Article
119,Human Trafficking in the U.S. and Britain,"Vance, Carole S. ""Innocence and Experience: Melodramatic Narratives of Sex Trafficking and Their Consequences for Law and Policy."" History of the Present 2, no. 2 (2012): 200-218.",Innocence and Experience: Melodramatic Narratives of Sex Trafficking and Their Consequences for Law and Policy,Yes,Article
127,Challenges of Birth Control in Canada Before 1980,"Bailey, Martha J. Fifty Years of Family Planning New Evidence on the Long-Run Effects of Increasing Access to Contraception. Cambridge, Massachusetts : National Bureau of Economic Research, 2013. ",Fifty Years of Family Planning New Evidence on the Long-Run Effects of Increasing Access to Contraception,Yes,Ebook
127,Challenges of Birth Control in Canada Before 1980,"Liao, Pamela Verma, and Janet Dollin. “Half a Century of the Oral Contraceptive Pill: Historical Review and View to the Future.” Canadian family physician Medecin de famille canadien. College of Family Physicians of Canada, December 2012. https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3520685/. ",Half a Century of the Oral Contraceptive Pill: Historical Review and View to the Future,Yes,Article
127,Challenges of Birth Control in Canada Before 1980,"Mitchinson, Wendy. “A Modern Issues Emerges: Birth Control.” Essay. In The Nature of Their Bodies: Women and Their Doctors in Victorian Canada, 125–51. Toronto: University of Toronto Press, 1991. ",A Modern Issues Emerges: Birth Control,Yes,Ebook Chapter
129,Tumultuous Times and Prostitution Politics,"Aderinto, Saheed. When Sex Threatened the State Illicit Sexuality, Nationalism, and Politics in Colonial Nigeria, 1900-1958. Urbana, Illinois: University of Illinois Press, 2015. https://searchit.libraries.wsu.edu/permalink/f/1j6uprt/CP71242309320001451","When Sex Threatened the State Illicit Sexuality, Nationalism, and Politics in Colonial Nigeria, 1900-1958",Yes,Ebook
129,Tumultuous Times and Prostitution Politics,"Boittin, Margaret L. ""New Perspectives from the Oldest Profession: Abuse and the Legal Consciousness of Sex Workers in China."" Law & Society Review 47, no. 2 (2013): 245-78. Accessed September 28, 2020. http://www.jstor.org/stable/43670327.",New Perspectives from the Oldest Profession: Abuse and the Legal Consciousness of Sex Workers in China,Yes,Article
129,Tumultuous Times and Prostitution Politics,"Kovner, Sarah. Occupying Power: Sex Workers and Servicemen in Postwar Japan. 1st ed. Palo Alto: Stanford University Press, 2012. https://searchit.libraries.wsu.edu/permalink/f/1jnr272/TN_cdi_proquest_ebookcentral_EBC815777",Occupying Power: Sex Workers and Servicemen in Postwar Japan,Yes,Ebook
129,Tumultuous Times and Prostitution Politics,"Mallick, Heather. ""Learning Europe's tricks; As Canada changes its prostitution law, we visit Berlin, Amsterdam and Stockholm to see how sex is sold in Europe"". The Toronto Star. May 31, 2014 Saturday. https://ntserver1.wsulibs.wsu.edu:2120/api/document?collection=news&id=urn:contentItem:5CSF-B3S1-DY91-K177-00000-00&context=1516831.","Learning Europe's tricks; As Canada changes its prostitution law, we visit Berlin, Amsterdam and Stockholm to see how sex is sold in Europe",Yes,Newspaper Article
129,Tumultuous Times and Prostitution Politics,"Oharazeki, Kazuhiro. “Anti-Prostitution Campaigns in Japan and the American West, 1890–1920.” Pacific Historical Review 82, no. 2 (2013): 175–214. https://doi.org/10.1525/phr.2013.82.2.175.","Anti-Prostitution Campaigns in Japan and the American West, 1890–1920",Yes,Article
133,Japan’s Miracle Path to Reconstruction And How it Can Save Lives,"Reynaud, Emmanuel G. “Scientists for a Better World,” February 2005. https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1299248/. ",Scientists for a Better World,Yes,Article
133,Japan’s Miracle Path to Reconstruction And How it Can Save Lives,"Targum, Steven D, and Junko Kitanaka. “Overwork Suicide in Japan: a National Crisis.” Innovations in clinical neuroscience. Matrix Medical Communications, February 2012. https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3312902/. ",Overwork Suicide in Japan: a National Crisis,Yes,Article
137,Agriculture Technology,"Janvry, A. De. “Annex: Agriculture for Development - Implications for Agro-Industries.” Agro-industries for development, n.d., 252–70. https://doi.org/10.1079/9781845935764.0252.",Annex: Agriculture for Development - Implications for Agro-Industries,Yes,Ebook Chapter
137,Agriculture Technology,"Khatri-Chhetri, Arun, Aggarwal, P.K, Joshi, P.K, and Vyas, S. “Farmers' Prioritization of Climate-Smart Agriculture (CSA) Technologies.” Agricultural Systems 151 (2017): 184–91. https://doi.org/10.1016/j.agsy.2016.10.005.",Farmers' Prioritization of Climate-Smart Agriculture (CSA) Technologies,Yes,Article
137,Agriculture Technology,"Salazar, Augusto, and Ismael Rios. Sustainable Agriculture: Technology, Planning and Management. New York, NY: Nova Science Publishers, 2010.","Sustainable Agriculture: Technology, Planning and Management",Yes,Ebook
139,Taiwan sovereignty issue,"Andrew Q. Greve & Jack S. Levy (2018) Power Transitions, Status Dissatisfaction, and War: The Sino-Japanese War of 1894–1895, Security Studies, 27:1, 148-178, https://fas-polisci.rutgers.edu/levy/articles/GreveandLevy.pdf","Power Transitions, Status Dissatisfaction, and War: The Sino-Japanese War of 1894–1895",Yes,Article
139,Taiwan sovereignty issue,Hongda Qiu (1973) China and the question of Taiwan : documents and analysis https://searchit.libraries.wsu.edu/permalink/f/1j6uprt/CP71155478600001451,China and the question of Taiwan : documents and analysis,Yes,Print Book
139,Taiwan sovereignty issue,"Hickey, Dennis V( 2012-11-28) Wake Up to Reality: Taiwan, the Chinese Mainland and Peace Across the Taiwan Strait","Wake Up to Reality: Taiwan, the Chinese Mainland and Peace Across the Taiwan Strait",Yes,Article
139,Taiwan sovereignty issue,"Jao, Y. C. (1976) : Trade and economic development in Taiwan, Intereconomics, ISSN 0020-5346, Verlag Weltarchiv, Hamburg, Vol. 11, Iss. 6, pp. 172-176, https://www.econstor.eu/bitstream/10419/139381/1/v11-i06-a07-BF02928962.pdf","Trade and economic development in Taiwan, Intereconomics",Yes,Article
139,Taiwan sovereignty issue,"Momesso, Lara ; Lee, Chun-Yi (Asian and Pacific Migration Journal, 2017-12, Vol.26 (4), p.459-479) Transnational mobility, strong states and contested sovereignty: Learning from the China–Taiwan context, https://journals.sagepub.com/doi/abs/10.1177/0117196817747102","Transnational mobility, strong states and contested sovereignty: Learning from the China–Taiwan context",Yes,Article
139,Taiwan sovereignty issue,"Shelley Rigger (April 29, 2011) Why Taiwan Matters: Small Island, Global Powerhouse https://searchit.libraries.wsu.edu/permalink/f/1j6uprt/CP71253134470001451","Why Taiwan Matters: Small Island, Global Powerhouse",Yes,Print Book
139,Taiwan sovereignty issue,"Shery Chanis (November 4, 2012) How Taiwan Became Chinese: Dutch, Spanish, and Han Colonization in the Seventeenth Century, by Tonio Andrade (2008), https://notevenpast.org/how-taiwan-became-chinese-dutch-spanish-and-han- colonization-seventeenth-century/","How Taiwan Became Chinese: Dutch, Spanish, and Han Colonization in the Seventeenth Century",Yes,Ebook
141,The UAE rapid evolution and oil discovery,"Wake, Val. ""Abu Dhabi: The City That Grew Out of a Desert."" AQ: Australian Quarterly 82, no. 1 (2010): 32-40. Accessed September 30, 2020. http://ntserver1.wsulibs.wsu.edu:2083/ stable/23215312.",Abu Dhabi: The City That Grew Out of a Desert,Yes,Article
141,The UAE rapid evolution and oil discovery,"Morton, Michael Quentin. Keepers of the Golden Shore : A History of the United Arab Emirates. London: Reaktion Books, Limited, 2016. Accessed September 29, 2020. ProQuest Ebook Central.",Keepers of the Golden Shore : A History of the United Arab Emirates,Yes,Ebook
141,The UAE rapid evolution and oil discovery,"Katodrytis, George, and Mitchell, Kevin, eds. UAE and the Gulf : Architecture and Urbanism Now. New York: John Wiley & Sons, Incorporated, 2015. Accessed September 29, 2020. ProQuest Ebook Central.",UAE and the Gulf : Architecture and Urbanism Now,Yes,Ebook
143,INEQUALITY AND GLOBALIZATION AND HUMANITIES,"Khondker, Habibul Haque. ""Globalization and inequality."" (2017): 170-179.",Globalization and inequality,Yes,Article
143,INEQUALITY AND GLOBALIZATION AND HUMANITIES,"Shjarback, John, Scott Decker, Jeff J. Rojek, and Rod K. Brunson. ""Minority representation in policing and racial profiling."" Policing: An International Journal of Police Strategies & Management (2017).",Minority representation in policing and racial profiling,Yes,Article
143,INEQUALITY AND GLOBALIZATION AND HUMANITIES,"Hong, Sounman. ""Black in blue: Racial profiling and representative bureaucracy in policing revisited."" Journal of Public Administration Research and Theory 27, no. 4 (2017): 547-561.",Black in blue: Racial profiling and representative bureaucracy in policing revisited,Yes,Article
145,Humans and the Environment,"Adas, Michael. Machines as the measure of men: science, technology, technology, and ideologies of western dominance. Ithaca, NY: Cornell University Press, 2015.","Machines as the measure of men: science, technology, technology, and ideologies of western dominance",Yes,Ebook
145,Humans and the Environment,"Baranov, Nikolai. “Central-Eastern Europe in the European Political and Historical Geographical Context,"" Politeja, No 57 (2018): 49-64, Jstor.",Central-Eastern Europe in the European Political and Historical Geographical Context,Yes,Article
145,Humans and the Environment,"Ferguson, Margaret. Dido’s Daughters: Literacy, Gender, and Empire in Early Modern England and France. Chicago: University of Chicago Press, 2007.","Dido’s Daughters: Literacy, Gender, and Empire in Early Modern England and France",Yes,Article
145,Humans and the Environment,"P. A. David. “The Industrial Revolution in Europe, 1815-1914”. The American Economic Association, December 1, 1962.","The Industrial Revolution in Europe, 1815-1914",Yes,Print Book
145,Humans and the Environment,"Wu, Yang. Coal Resources Distribution and its Influence on Industrial Development and Underground Water in the UK. Journal of Coastal Research, Special Issue No. 93: Advances in Water Resources and Exploration (FALL 2019): 97-101, Jstor.",Coal Resources Distribution and its Influence on Industrial Development and Underground Water in the UK,Yes,Article
147,Discrimination during World Wars and in today’s society,"Hunter, Nick. Women in World War I. Chicago, Illinois: Heinemann Library, 2014. P 4",Women in World War I,Yes,Print Book
147,Discrimination during World Wars and in today’s society,"Special to The New,York Times. 1993. Military college is ordered to admit woman. New York Times (1923-Current file), Nov 18, 1993. https://ntserver1.wsulibs.wsu.edu:2152/docview/109045687?accountid=14902 (accessed November 6, 2020).",Military college is ordered to admit woman,Yes,Newspaper Article
149,How Major Global Events affect Homelessness,"Kusmer, Kenneth L. Down & Out, on the Road : the Homeless in American History. Oxford, [England] ; New York, New York: Oxford University Press, 2002.","Down & Out, on the Road : the Homeless in American History",Yes,Print Book
151,The History of Black Death and the Signification Lessons,"Green, Monica H., and Symes, Carol. Pandemic Disease in the Medieval World : Rethinking the Black Death. Leeds: Arc Humanities Press, 2015.",Pandemic Disease in the Medieval World : Rethinking the Black Death,Yes,Print Book
151,The History of Black Death and the Signification Lessons,"Marianna Karamanou et al., “Healthcare Policy in Ancient Greece,” European Heart Journal 40, no. 5 (January 2019): pp. 411-412, https://doi.org/10.1093/eurheartj/ehy868.",Healthcare Policy in Ancient Greece,Yes,Article
